G6PD Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
A- 202A_376G/Montalbano,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Montpellier,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Mt Sinai,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Munich,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Murcia Oristano,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Musashino,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Namouru,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Nankang,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Nanning,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Naone,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Nara,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 202A_376G/Nashville, Anaheim, Portici",,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Neapolis,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Nice,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Nilgiri,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/No name,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/North Dallas,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Olomouc,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Omiya,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Orissa,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Osaka,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Palestrina,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Papua,,G6PD Indeterminate,Abnormal/Priority/High Risk
A- 202A_376G/Partenope,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Pawnee,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Pedoplis-Ckaro,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Piotrkow,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Plymouth,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Praha,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Puerto Limon,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Quing Yan,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Radlowo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Rehevot,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Rignano,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Riley,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Riverside,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Roubaix,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/S. Antioco,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Salerno Pyrgos,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Santa Maria,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Santiago,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 202A_376G/Santiago de Cuba, Morioka",,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Sao Borja,,G6PD Variable,Abnormal/Priority/High Risk
"A- 202A_376G/Seattle, Lodi, Modena, Ferrara II, Athens-like",,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Seoul,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Serres,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Shenzen,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Shinshu,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Sibari,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Sierra Leone,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Sinnai,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Songklanagarind,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Split,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Stonybrook,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Sugao,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Sumare,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Sunderland,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Surabaya,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Suwalki,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Swansea,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 202A_376G/Taipei, Chinese-3",,G6PD Deficient,Abnormal/Priority/High Risk
"A- 202A_376G/Telti, Kobe",,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Tenri,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 202A_376G/Tokyo, Fukushima",,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Toledo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Tomah,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Tondela,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Torun,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Tsukui,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Ube Konan,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 202A_376G/Union,Maewo, Chinese-2, Kalo",,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Urayasu,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Utrecht,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Valladolid,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Vancouver,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Vanua Lava,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 202A_376G/Viangchan, Jammu",,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Villeurbanne,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Volendam,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Wayne,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/West Virginia,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Wexham,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Wisconsin,,G6PD Deficient,Abnormal/Priority/High Risk
A- 202A_376G/Yunan,,G6PD Indeterminate,Abnormal/Priority/High Risk
A- 680T_376G,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/A- 680T_376G,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/A- 968C_376G,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Aachen,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Abeno,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Acrokorinthos,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Alhambra,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Amazonia,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Amiens,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Amsterdam,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Anadia,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Ananindeua,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Andalus,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Arakawa,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Asahi,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Asahikawa,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Aures,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Aveiro,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/B (reference),,G6PD Variable,Abnormal/Priority/High Risk
A- 680T_376G/Bajo Maumere,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Bangkok,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Bangkok Noi,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Bao Loc,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Bari,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Belem,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Beverly Hills, Genova, Iwate, Niigata, Yamaguchi",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Brighton,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Buenos Aires,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Cairo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Calvo Mackenna,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Campinas,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Canton, Taiwan-Hakka, Gifu-like, Agrigento-like",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Cassano,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Chatham,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Chikugo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Chinese-1,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Chinese-5,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Cincinnati,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Cleveland Corum,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Clinic,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Coimbra Shunde,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Cosenza,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Costanzo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Covao do Lobo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Crispim,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Dagua,,G6PD Indeterminate,Abnormal/Priority/High Risk
A- 680T_376G/Durham,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Farroupilha,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Figuera da Foz,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Flores,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Fukaya,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Fushan,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Gaohe,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Georgia,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Gidra,,G6PD Indeterminate,Abnormal/Priority/High Risk
A- 680T_376G/Gond,,G6PD Indeterminate,Abnormal/Priority/High Risk
A- 680T_376G/Guadalajara,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Guangzhou,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Haikou,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Hammersmith,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Harilaou,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Harima,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Hartford,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Hechi,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Hermoupolis,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Honiara,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Ierapetra,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Ilesha,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Insuli,,G6PD Variable,Abnormal/Priority/High Risk
"A- 680T_376G/Iowa, Walter Reed, Springfield",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Iwatsuki,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Japan, Shinagawa",,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Kaiping, Anant, Dhon, Sapporo-like, Wosera",,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Kalyan-Kerala, Jamnaga, Rohini",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Kambos,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Kamiube, Keelung",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Kamogawa,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Kawasaki,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Kozukata,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Krakow,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Lages,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Lagosanto,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Laibin,,G6PD Indeterminate,Abnormal/Priority/High Risk
A- 680T_376G/La Jolla,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Lille,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Liuzhou,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Loma Linda,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Ludhiana,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Lynwood,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Madrid,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Mahidol,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Malaga,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Manhattan,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Mediterranean, Dallas, Panama, Sassari, Cagliari, Birmingham",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Mediterranean Haplotype,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Metaponto,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Mexico City,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Miaoli,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Minnesota, Marion, Gastonia, LeJeune",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Mira d'Aire,,G6PD Variable,Abnormal/Priority/High Risk
A- 680T_376G/Mizushima,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Montalbano,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Montpellier,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Mt Sinai,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Munich,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Murcia Oristano,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Musashino,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Namouru,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Nankang,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Nanning,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Naone,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Nara,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Nashville, Anaheim, Portici",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Neapolis,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Nice,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Nilgiri,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/No name,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/North Dallas,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Olomouc,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Omiya,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Orissa,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Osaka,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Palestrina,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Papua,,G6PD Indeterminate,Abnormal/Priority/High Risk
A- 680T_376G/Partenope,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Pawnee,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Pedoplis-Ckaro,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Piotrkow,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Plymouth,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Praha,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Puerto Limon,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Quing Yan,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Radlowo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Rehevot,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Rignano,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Riley,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Riverside,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Roubaix,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/S. Antioco,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Salerno Pyrgos,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Santa Maria,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Santiago,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Santiago de Cuba, Morioka",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Sao Borja,,G6PD Variable,Abnormal/Priority/High Risk
"A- 680T_376G/Seattle, Lodi, Modena, Ferrara II, Athens-like",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Seoul,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Serres,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Shenzen,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Shinshu,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Sibari,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Sierra Leone,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Sinnai,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Songklanagarind,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Split,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Stonybrook,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Sugao,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Sumare,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Sunderland,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Surabaya,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Suwalki,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Swansea,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Taipei, Chinese-3",,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Telti, Kobe",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Tenri,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Tokyo, Fukushima",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Toledo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Tomah,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Tondela,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Torun,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Tsukui,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Ube Konan,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Union,Maewo, Chinese-2, Kalo",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Urayasu,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Utrecht,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Valladolid,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Vancouver,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Vanua Lava,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 680T_376G/Viangchan, Jammu",,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Villeurbanne,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Volendam,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Wayne,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/West Virginia,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Wexham,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Wisconsin,,G6PD Deficient,Abnormal/Priority/High Risk
A- 680T_376G/Yunan,,G6PD Indeterminate,Abnormal/Priority/High Risk
A- 968C_376G,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/A- 968C_376G,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Aachen,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Abeno,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Acrokorinthos,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Alhambra,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Amazonia,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Amiens,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Amsterdam,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Anadia,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Ananindeua,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Andalus,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Arakawa,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Asahi,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Asahikawa,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Aures,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Aveiro,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/B (reference),,G6PD Variable,Abnormal/Priority/High Risk
A- 968C_376G/Bajo Maumere,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Bangkok,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Bangkok Noi,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Bao Loc,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Bari,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Belem,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 968C_376G/Beverly Hills, Genova, Iwate, Niigata, Yamaguchi",,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Brighton,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Buenos Aires,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Cairo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Calvo Mackenna,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Campinas,,G6PD Deficient,Abnormal/Priority/High Risk
"A- 968C_376G/Canton, Taiwan-Hakka, Gifu-like, Agrigento-like",,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Cassano,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Chatham,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Chikugo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Chinese-1,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Chinese-5,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Cincinnati,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Cleveland Corum,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Clinic,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Coimbra Shunde,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Cosenza,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Costanzo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Covao do Lobo,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Crispim,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Dagua,,G6PD Indeterminate,Abnormal/Priority/High Risk
A- 968C_376G/Durham,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Farroupilha,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Figuera da Foz,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Flores,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Fukaya,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Fushan,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Gaohe,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Georgia,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Gidra,,G6PD Indeterminate,Abnormal/Priority/High Risk
A- 968C_376G/Gond,,G6PD Indeterminate,Abnormal/Priority/High Risk
A- 968C_376G/Guadalajara,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Guangzhou,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Haikou,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Hammersmith,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Harilaou,,G6PD Deficient,Abnormal/Priority/High Risk
A- 968C_376G/Harima,,G6PD Deficient,Abnormal/Priority/High Risk
